id,date,user,pc,activity,activity_binary,hour,dayofweek,narrative,predicted_label,risk_level
{W3S2-F2XT10TE-5505QGXG},2010-01-04 23:31:09,HWY0038,PC-9254,logon,1,23,0,"Logon activity from HWY0038 on PC-9254 at January 04, 2010 at 11:31 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 23.",uncertain,MEDIUM
{O4D1-Z4NH44JO-8354WEBZ},2010-01-05 17:10:00,LRR0148,PC-4275,logoff,0,17,1,"Logoff activity from LRR0148 on PC-4275 at January 05, 2010 at 05:10 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{Z3Q6-R0ET31ZQ-7790NAXH},2010-01-04 07:49:00,CTA0020,PC-3118,logon,1,7,0,"Logon activity from CTA0020 on PC-3118 at January 04, 2010 at 07:49 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{F9G2-Z3SF26EH-5136YDAJ},2010-01-04 07:46:00,MDM0976,PC-2462,logon,1,7,0,"Logon activity from MDM0976 on PC-2462 at January 04, 2010 at 07:46 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{W9U7-O6BV31VS-5160JEPU},2010-01-04 19:36:00,IJR0825,PC-8560,logoff,0,19,0,"Logoff activity from IJR0825 on PC-8560 at January 04, 2010 at 07:36 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{C9B0-R8DZ36WF-2172MPAN},2010-01-04 19:10:00,NGC0058,PC-7558,logoff,0,19,0,"Logoff activity from NGC0058 on PC-7558 at January 04, 2010 at 07:10 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{R4J4-Y0IG46JC-4829ZQIG},2010-01-05 17:45:00,JOL0024,PC-2094,logoff,0,17,1,"Logoff activity from JOL0024 on PC-2094 at January 05, 2010 at 05:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{F7R0-P0MM88TL-4450FXIP},2010-01-04 07:34:59,CWB0065,PC-4124,logon,1,7,0,"Logon activity from CWB0065 on PC-4124 at January 04, 2010 at 07:34 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{E1G6-Z7QO04BE-3015BPDH},2010-01-05 09:01:00,CCM0136,PC-3268,logon,1,9,1,"Logon activity from CCM0136 on PC-3268 at January 05, 2010 at 09:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{G8G7-V3OM60BS-2847OYOE},2010-01-04 08:48:34,MPT0376,PC-3847,logon,1,8,0,"Logon activity from MPT0376 on PC-3847 at January 04, 2010 at 08:48 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{A5D9-N0DG71XK-1855HRTV},2010-01-05 17:30:00,CIG0052,PC-7903,logoff,0,17,1,"Logoff activity from CIG0052 on PC-7903 at January 05, 2010 at 05:30 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{F7S2-Y7FQ89UU-4917PGDY},2010-01-05 17:25:00,HCS0003,PC-3054,logoff,0,17,1,"Logoff activity from HCS0003 on PC-3054 at January 05, 2010 at 05:25 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{H5I6-K0XN81SC-2542RZNC},2010-01-04 03:37:16,GTD0219,PC-2370,logon,1,3,0,"Logon activity from GTD0219 on PC-2370 at January 04, 2010 at 03:37 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 3.",uncertain,MEDIUM
{A4J8-X5AS18MH-3782NOIF},2010-01-04 07:52:00,DAL0673,PC-9156,logon,1,7,0,"Logon activity from DAL0673 on PC-9156 at January 04, 2010 at 07:52 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X1G7-R5MQ17XZ-9510EEZQ},2010-01-05 07:50:00,WXH0872,PC-9460,logon,1,7,1,"Logon activity from WXH0872 on PC-9460 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{P8Y4-F5GH91ZR-5479XMPU},2010-01-04 00:04:43,JGT0221,PC-3814,logon,1,0,0,"Logon activity from JGT0221 on PC-3814 at January 04, 2010 at 12:04 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 0.",uncertain,MEDIUM
{W6N2-C7OF60NI-7645XTQZ},2010-01-04 19:14:00,VSA0230,PC-9547,logoff,0,19,0,"Logoff activity from VSA0230 on PC-9547 at January 04, 2010 at 07:14 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{Y9X6-S1UV67UO-3131UHWZ},2010-01-04 07:27:00,RMS0266,PC-9183,logon,1,7,0,"Logon activity from RMS0266 on PC-9183 at January 04, 2010 at 07:27 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{E9B0-O1FW74OT-1852EHQZ},2010-01-05 08:22:37,MLM0950,PC-4124,logon,1,8,1,"Logon activity from MLM0950 on PC-4124 at January 05, 2010 at 08:22 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{U3K6-E9IQ74RK-6460CENC},2010-01-05 11:53:08,KCF0045,PC-6913,logon,1,11,1,"Logon activity from KCF0045 on PC-6913 at January 05, 2010 at 11:53 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",normal,LOW
{Q9W3-F0MR60YH-0602EYLH},2010-01-05 17:50:00,CCM0136,PC-3268,logoff,0,17,1,"Logoff activity from CCM0136 on PC-3268 at January 05, 2010 at 05:50 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{V4U1-U6IC91CT-3903UBNY},2010-01-05 05:03:44,TVS0050,PC-2174,logon,1,5,1,"Logon activity from TVS0050 on PC-2174 at January 05, 2010 at 05:03 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 5.",uncertain,MEDIUM
{H6Q3-W3SV40ND-8198CFOV},2010-01-04 07:35:00,LNS0989,PC-8884,logon,1,7,0,"Logon activity from LNS0989 on PC-8884 at January 04, 2010 at 07:35 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{H0B9-C6BO98WH-7269CTFE},2010-01-04 07:56:00,SRS0231,PC-3684,logon,1,7,0,"Logon activity from SRS0231 on PC-3684 at January 04, 2010 at 07:56 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{W5X8-L8TF15LB-3098OXWX},2010-01-04 07:20:00,EWH0191,PC-4545,logon,1,7,0,"Logon activity from EWH0191 on PC-4545 at January 04, 2010 at 07:20 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X6J6-N7RD58CJ-3363ZJLD},2010-01-05 16:45:00,ABH0663,PC-4556,logoff,0,16,1,"Logoff activity from ABH0663 on PC-4556 at January 05, 2010 at 04:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{J2R7-U7CC84RC-0152LQCK},2010-01-04 18:03:00,ZFM0468,PC-6478,logoff,0,18,0,"Logoff activity from ZFM0468 on PC-6478 at January 04, 2010 at 06:03 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{E5L6-U9EU84SW-5364UJTN},2010-01-05 08:02:00,RHO0732,PC-6232,logon,1,8,1,"Logon activity from RHO0732 on PC-6232 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{M9W3-J6SS67HM-3275TTGO},2010-01-05 18:00:00,HIW0536,PC-5425,logoff,0,18,1,"Logoff activity from HIW0536 on PC-5425 at January 05, 2010 at 06:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{P4W8-J7VE21ZS-1803HWKB},2010-01-05 17:15:00,FMG0527,PC-4256,logoff,0,17,1,"Logoff activity from FMG0527 on PC-4256 at January 05, 2010 at 05:15 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{C1C8-C6AZ34XD-1264XCWI},2010-01-05 09:16:00,LNR0656,PC-3505,logon,1,9,1,"Logon activity from LNR0656 on PC-3505 at January 05, 2010 at 09:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{E4E5-Y8BR30WQ-7230AHRF},2010-01-04 01:47:54,LBC0356,PC-9988,logoff,0,1,0,"Logoff activity from LBC0356 on PC-9988 at January 04, 2010 at 01:47 AM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 1.",uncertain,MEDIUM
{P7G4-S1KY43AW-0216FYTS},2010-01-04 17:10:00,CAA0612,PC-1289,logoff,0,17,0,"Logoff activity from CAA0612 on PC-1289 at January 04, 2010 at 05:10 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{P7R6-A3EE97ZD-8820TMBS},2010-01-04 18:26:17,KRV0372,PC-0772,logon,1,18,0,"Logon activity from KRV0372 on PC-0772 at January 04, 2010 at 06:26 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{V0E8-E9PQ51BQ-1057SGPJ},2010-01-05 13:22:18,RAW0915,PC-2113,logon,1,13,1,"Logon activity from RAW0915 on PC-2113 at January 05, 2010 at 01:22 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",normal,LOW
{R8A3-B4HS73FG-0531SIJT},2010-01-05 07:50:00,AJH0175,PC-3815,logon,1,7,1,"Logon activity from AJH0175 on PC-3815 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{K4N2-M0LC80HL-5223SESR},2010-01-05 08:33:00,KLH0596,PC-0132,logon,1,8,1,"Logon activity from KLH0596 on PC-0132 at January 05, 2010 at 08:33 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{R1Z9-Z8FI72EW-0114RPYI},2010-01-04 08:52:00,SMH0291,PC-3571,logon,1,8,0,"Logon activity from SMH0291 on PC-3571 at January 04, 2010 at 08:52 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{A3J1-I7ZE02SL-6849YAEE},2010-01-04 12:33:32,KBG0549,PC-0146,logon,1,12,0,"Logon activity from KBG0549 on PC-0146 at January 04, 2010 at 12:33 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{G2C5-Q1CF88FM-7758KRWK},2010-01-05 07:51:00,KVT0028,PC-8654,logon,1,7,1,"Logon activity from KVT0028 on PC-8654 at January 05, 2010 at 07:51 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{B1C6-U9GS10NU-1121HIKR},2010-01-05 11:37:32,AMW0392,PC-6163,logon,1,11,1,"Logon activity from AMW0392 on PC-6163 at January 05, 2010 at 11:37 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{L1G7-S5JZ89MK-1468PSYT},2010-01-04 07:48:00,CCC0393,PC-8610,logon,1,7,0,"Logon activity from CCC0393 on PC-8610 at January 04, 2010 at 07:48 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X2J5-I5SF08RC-1517NBJS},2010-01-04 08:05:00,KRL0501,PC-7206,logon,1,8,0,"Logon activity from KRL0501 on PC-7206 at January 04, 2010 at 08:05 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{S7K0-Z9HA86BC-2786WKVL},2010-01-04 21:26:00,UBF0645,PC-1813,logoff,0,21,0,"Logoff activity from UBF0645 on PC-1813 at January 04, 2010 at 09:26 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{R1D7-J5BZ90NB-8180ZMFC},2010-01-05 03:02:47,HDS0367,PC-0252,logon,1,3,1,"Logon activity from HDS0367 on PC-0252 at January 05, 2010 at 03:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 3.",uncertain,MEDIUM
{E3L8-R9VR53UM-0707RYXE},2010-01-04 16:15:00,SOB0360,PC-6720,logoff,0,16,0,"Logoff activity from SOB0360 on PC-6720 at January 04, 2010 at 04:15 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{W7T7-I2ER99JE-5720DBOZ},2010-01-04 17:27:00,ONL0276,PC-2891,logoff,0,17,0,"Logoff activity from ONL0276 on PC-2891 at January 04, 2010 at 05:27 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{F9Y0-D6NA44MP-3276BMZI},2010-01-04 08:26:00,ZCF0590,PC-4486,logon,1,8,0,"Logon activity from ZCF0590 on PC-4486 at January 04, 2010 at 08:26 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{J1P6-U3ZE20VC-8092WSPU},2010-01-04 16:04:00,MLP0668,PC-0772,logoff,0,16,0,"Logoff activity from MLP0668 on PC-0772 at January 04, 2010 at 04:04 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{A3C7-K9OM31FL-7225IRRY},2010-01-04 07:00:00,DFH0188,PC-0205,logon,1,7,0,"Logon activity from DFH0188 on PC-0205 at January 04, 2010 at 07:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X7D0-D3OI20VL-1870NOUQ},2010-01-05 09:03:00,CEL0561,PC-8462,logon,1,9,1,"Logon activity from CEL0561 on PC-8462 at January 05, 2010 at 09:03 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{T0M1-P7SR02LX-8081LEPV},2010-01-05 08:19:00,AAE0190,PC-8915,logon,1,8,1,"Logon activity from AAE0190 on PC-8915 at January 05, 2010 at 08:19 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{L4T3-C0LV42KK-1148LHNY},2010-01-04 07:50:00,HJS0072,PC-0836,logon,1,7,0,"Logon activity from HJS0072 on PC-0836 at January 04, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{L3M5-L5AN90SV-6885WUNN},2010-01-04 07:00:00,DJB0159,PC-3907,logon,1,7,0,"Logon activity from DJB0159 on PC-3907 at January 04, 2010 at 07:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{H9W3-M9VH02VD-0076YRIE},2010-01-04 08:24:00,KMB0922,PC-1725,logon,1,8,0,"Logon activity from KMB0922 on PC-1725 at January 04, 2010 at 08:24 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{Q0X7-H9CL80ST-0508AIRZ},2010-01-05 09:01:00,AMJ0297,PC-6665,logon,1,9,1,"Logon activity from AMJ0297 on PC-6665 at January 05, 2010 at 09:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{A6L5-S0GQ50LG-8959SKDH},2010-01-04 21:24:00,KLM0639,PC-7387,logoff,0,21,0,"Logoff activity from KLM0639 on PC-7387 at January 04, 2010 at 09:24 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{D9N1-J9BZ14RV-1058MSRR},2010-01-04 17:29:00,CKH0144,PC-1893,logoff,0,17,0,"Logoff activity from CKH0144 on PC-1893 at January 04, 2010 at 05:29 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{L7X2-T9XJ54EK-8348LBEP},2010-01-05 11:27:39,CTA0020,PC-3118,logon,1,11,1,"Logon activity from CTA0020 on PC-3118 at January 05, 2010 at 11:27 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{J4Y7-A1BR24OR-4966PMEQ},2010-01-04 19:14:00,GAF0060,PC-4911,logoff,0,19,0,"Logoff activity from GAF0060 on PC-4911 at January 04, 2010 at 07:14 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{B8G9-J9IM21IR-3200DNPQ},2010-01-05 10:45:28,ABC0174,PC-5156,logon,1,10,1,"Logon activity from ABC0174 on PC-5156 at January 05, 2010 at 10:45 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 10.",normal,LOW
{O1U2-P5GH94AF-5661ZMBF},2010-01-05 06:56:46,MSO0222,PC-5106,logoff,0,6,1,"Logoff activity from MSO0222 on PC-5106 at January 05, 2010 at 06:56 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 6.",uncertain,MEDIUM
{U5B2-D0WC00XQ-5484UNIK},2010-01-05 09:16:00,TUC0632,PC-3469,logon,1,9,1,"Logon activity from TUC0632 on PC-3469 at January 05, 2010 at 09:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{N5G6-L7RN61QG-0487NEIO},2010-01-04 08:10:00,MMB0488,PC-6251,logon,1,8,0,"Logon activity from MMB0488 on PC-6251 at January 04, 2010 at 08:10 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{A9Q4-Q7TD04UN-1213CQMJ},2010-01-05 07:50:00,IBB0696,PC-4289,logon,1,7,1,"Logon activity from IBB0696 on PC-4289 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{V6G7-H4ZW47LE-8948TQQZ},2010-01-04 09:04:00,HGN0287,PC-7865,logon,1,9,0,"Logon activity from HGN0287 on PC-7865 at January 04, 2010 at 09:04 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{Z6Y9-W9UP83XL-3595DWSD},2010-01-04 18:22:00,CNB0900,PC-7843,logoff,0,18,0,"Logoff activity from CNB0900 on PC-7843 at January 04, 2010 at 06:22 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{F3W8-U8GB77XN-5504EHJA},2010-01-04 15:29:00,RGG0064,PC-8859,logoff,0,15,0,"Logoff activity from RGG0064 on PC-8859 at January 04, 2010 at 03:29 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{X4L2-T9AC17AT-6246GGYE},2010-01-05 16:57:00,ARA0252,PC-4886,logoff,0,16,1,"Logoff activity from ARA0252 on PC-4886 at January 05, 2010 at 04:57 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G4N4-N3MJ83YK-6381SEPS},2010-01-03 08:53:00,LDD0560,PC-3683,logon,1,8,6,"Logon activity from LDD0560 on PC-3683 at January 03, 2010 at 08:53 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 8.",uncertain,HIGH
{W6W1-E8ZN16ST-5117QCOZ},2010-01-05 17:50:00,ERH0449,PC-1389,logoff,0,17,1,"Logoff activity from ERH0449 on PC-1389 at January 05, 2010 at 05:50 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{I9D8-W8IV04DQ-2239PZXT},2010-01-04 16:25:00,ICS0956,PC-7702,logoff,0,16,0,"Logoff activity from ICS0956 on PC-7702 at January 04, 2010 at 04:25 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{X3S7-X2XU42NR-2762EEXB},2010-01-02 08:29:00,FOB0756,PC-6204,logon,1,8,5,"Logon activity from FOB0756 on PC-6204 at January 02, 2010 at 08:29 AM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 8.",uncertain,HIGH
{Y5X4-T0HN68JX-9513VNGJ},2010-01-05 08:01:00,OKB0439,PC-3465,logon,1,8,1,"Logon activity from OKB0439 on PC-3465 at January 05, 2010 at 08:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{I1C0-V9LQ79OH-9152SRZI},2010-01-05 16:57:00,IJM0444,PC-8734,logoff,0,16,1,"Logoff activity from IJM0444 on PC-8734 at January 05, 2010 at 04:57 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{T9S8-J4VW39TI-7615IHSF},2010-01-04 08:16:00,ARB0834,PC-0320,logon,1,8,0,"Logon activity from ARB0834 on PC-0320 at January 04, 2010 at 08:16 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{X8C3-I0WB17BC-6011TDAC},2010-01-04 22:13:52,GTD0219,PC-0285,logon,1,22,0,"Logon activity from GTD0219 on PC-0285 at January 04, 2010 at 10:13 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 22.",uncertain,MEDIUM
{F8L9-T7QZ84WV-7097UBCF},2010-01-04 11:54:18,MDH0686,PC-9901,logon,1,11,0,"Logon activity from MDH0686 on PC-9901 at January 04, 2010 at 11:54 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{K8O8-M8TV47OU-3675JCYJ},2010-01-04 17:59:00,LDD0560,PC-3683,logoff,0,17,0,"Logoff activity from LDD0560 on PC-3683 at January 04, 2010 at 05:59 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{H0G2-T7ZI59EQ-8026XTOM},2010-01-04 10:12:55,CBB0365,PC-3847,logon,1,10,0,"Logon activity from CBB0365 on PC-3847 at January 04, 2010 at 10:12 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 10.",uncertain,MEDIUM
{M7L0-C2CT88XU-2526GYTI},2010-01-04 18:10:28,SAK0375,PC-8851,logon,1,18,0,"Logon activity from SAK0375 on PC-8851 at January 04, 2010 at 06:10 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{B8C9-T2NH67LN-9813SESC},2010-01-05 09:24:00,LUR0896,PC-9067,logon,1,9,1,"Logon activity from LUR0896 on PC-9067 at January 05, 2010 at 09:24 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
