id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{O1J1-A3HO32KD-4031TAFU},2010-01-04 08:40:07,VIA0063,PC-2684,Disconnect,8,0,0,"Device activity from VIA0063 on PC-2684 at January 04, 2010 at 08:40 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 8.",uncertain,LOW
{S9Y6-O4GC82RE-0583VDOL},2010-01-07 12:22:13,RSC0089,PC-9929,Disconnect,12,3,0,"Device activity from RSC0089 on PC-9929 at January 07, 2010 at 12:22 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{F1U0-A4ZE02UE-5693XUNU},2010-01-05 13:10:30,AIB0948,PC-8245,Disconnect,13,1,0,"Device activity from AIB0948 on PC-8245 at January 05, 2010 at 01:10 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 13.",uncertain,LOW
{C5D7-B0DI81FX-3872VTQC},2010-01-07 08:50:09,KKW0879,PC-2531,Disconnect,8,3,0,"Device activity from KKW0879 on PC-2531 at January 07, 2010 at 08:50 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{M3U9-O3RA60HL-0594NIST},2010-01-07 15:09:20,JMD0520,PC-1243,Connect,15,3,1,"Device activity from JMD0520 on PC-1243 at January 07, 2010 at 03:09 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{B8U6-X3NT22IJ-5921GSZT},2010-01-07 12:05:57,HDS0367,PC-8680,Disconnect,12,3,0,"Device activity from HDS0367 on PC-8680 at January 07, 2010 at 12:05 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{I6M6-J4DI66TM-2844TZKK},2010-01-05 10:03:59,WIF0691,PC-6390,Disconnect,10,1,0,"Device activity from WIF0691 on PC-6390 at January 05, 2010 at 10:03 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{K9U3-C3CL36ES-2245QHYI},2010-01-02 09:38:58,RAW0915,PC-2113,Connect,9,5,1,"Device activity from RAW0915 on PC-2113 at January 02, 2010 at 09:38 AM. Activity: Connect (Binary: 1). Occurred on Fri at hour 9.",uncertain,HIGH
{J8X7-Z9PH87FG-7230DHJD},2010-01-04 16:24:00,AKR0057,PC-2879,Disconnect,16,0,0,"Device activity from AKR0057 on PC-2879 at January 04, 2010 at 04:24 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{K1Q3-X1AR20HZ-2867UUBW},2010-01-06 15:12:07,NDM0417,PC-9134,Disconnect,15,2,0,"Device activity from NDM0417 on PC-9134 at January 06, 2010 at 03:12 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{Y3W7-M2OX07FN-3366GKRK},2010-01-05 16:52:24,JNJ0556,PC-0576,Connect,16,1,1,"Device activity from JNJ0556 on PC-0576 at January 05, 2010 at 04:52 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{X5S1-W1DK52UW-9112MZQG},2010-01-03 14:39:00,TDS0984,PC-7088,Disconnect,14,6,0,"Device activity from TDS0984 on PC-7088 at January 03, 2010 at 02:39 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 14.",uncertain,MEDIUM
{K5P1-V0BC80QS-1872ZSGN},2010-01-05 08:04:14,HCM0267,PC-7651,Connect,8,1,1,"Device activity from HCM0267 on PC-7651 at January 05, 2010 at 08:04 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{D1N4-N2SO17HS-7642QNOT},2010-01-04 09:18:46,WXH0872,PC-9460,Disconnect,9,0,0,"Device activity from WXH0872 on PC-9460 at January 04, 2010 at 09:18 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{L0B9-S1FP22UX-2694MJZD},2010-01-07 09:38:24,CTA0020,PC-3118,Connect,9,3,1,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 09:38 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{B8B2-H1YA82ME-9500GPFS},2010-01-06 08:26:37,AIB0948,PC-8245,Connect,8,2,1,"Device activity from AIB0948 on PC-8245 at January 06, 2010 at 08:26 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 8.",uncertain,MEDIUM
{U9G8-Z7QB63AF-2828RIGS},2010-01-06 12:54:51,XWD0923,PC-1637,Disconnect,12,2,0,"Device activity from XWD0923 on PC-1637 at January 06, 2010 at 12:54 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 12.",uncertain,LOW
{H9D0-B7LC92MV-7422VDOL},2010-01-06 14:10:35,PNL0301,PC-5611,Connect,14,2,1,"Device activity from PNL0301 on PC-5611 at January 06, 2010 at 02:10 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 14.",uncertain,MEDIUM
{Z3U8-O5YJ83OJ-0832DKPT},2010-01-05 16:54:55,OLW0689,PC-1301,Connect,16,1,1,"Device activity from OLW0689 on PC-1301 at January 05, 2010 at 04:54 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{M7A3-F6XZ19ES-1192MZOB},2010-01-07 13:50:06,SBH0537,PC-2139,Connect,13,3,1,"Device activity from SBH0537 on PC-2139 at January 07, 2010 at 01:50 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 13.",uncertain,MEDIUM
{Z9E7-L5UR05SB-7171TPGN},2010-01-06 16:07:21,HVF0067,PC-9939,Disconnect,16,2,0,"Device activity from HVF0067 on PC-9939 at January 06, 2010 at 04:07 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{X9Z9-A3HZ21KB-8943VKCF},2010-01-06 08:35:58,CIM0271,PC-3291,Connect,8,2,1,"Device activity from CIM0271 on PC-3291 at January 06, 2010 at 08:35 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 8.",uncertain,MEDIUM
{E2S9-J2AZ88RI-9672FCNV},2010-01-04 12:31:41,VTT0385,PC-5027,Disconnect,12,0,0,"Device activity from VTT0385 on PC-5027 at January 04, 2010 at 12:31 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{L5T3-G2XL42HI-6940QVXA},2010-01-06 10:27:11,ATP0662,PC-4127,Disconnect,10,2,0,"Device activity from ATP0662 on PC-4127 at January 06, 2010 at 10:27 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 10.",uncertain,LOW
{P7B4-X4HR44DB-3365JQVI},2010-01-05 14:29:37,VTT0385,PC-5027,Connect,14,1,1,"Device activity from VTT0385 on PC-5027 at January 05, 2010 at 02:29 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 14.",uncertain,MEDIUM
{L4R3-X5KX49HM-9730UAEO},2010-01-07 14:42:31,IIW0249,PC-0843,Disconnect,14,3,0,"Device activity from IIW0249 on PC-0843 at January 07, 2010 at 02:42 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{P0V1-J3YT87IR-1748NMQH},2010-01-05 13:10:13,HBO0413,PC-7384,Disconnect,13,1,0,"Device activity from HBO0413 on PC-7384 at January 05, 2010 at 01:10 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 13.",uncertain,LOW
{N4G8-G3SP72HU-4615BTUS},2010-01-04 10:36:31,TSR0676,PC-9227,Connect,10,0,1,"Device activity from TSR0676 on PC-9227 at January 04, 2010 at 10:36 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{V3D2-Q3VE86HW-4096MUPY},2010-01-03 13:53:43,NAF0326,PC-0384,Connect,13,6,1,"Device activity from NAF0326 on PC-0384 at January 03, 2010 at 01:53 PM. Activity: Connect (Binary: 1). Occurred on Sat at hour 13.",uncertain,HIGH
{U8M7-N0SG18VZ-9706KLXS},2010-01-07 10:49:14,AIP0982,PC-3733,Disconnect,10,3,0,"Device activity from AIP0982 on PC-3733 at January 07, 2010 at 10:49 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{N2O5-V0NH11BF-9706CUPV},2010-01-06 14:33:40,MLL0598,PC-0189,Connect,14,2,1,"Device activity from MLL0598 on PC-0189 at January 06, 2010 at 02:33 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 14.",uncertain,MEDIUM
{T9K9-Z6YV85NA-3988NWBR},2010-01-06 09:53:07,FSC0601,PC-9066,Disconnect,9,2,0,"Device activity from FSC0601 on PC-9066 at January 06, 2010 at 09:53 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 9.",uncertain,LOW
{Y4A2-D2KM34RW-3638XHKI},2010-01-06 11:12:58,FEB0306,PC-7757,Connect,11,2,1,"Device activity from FEB0306 on PC-7757 at January 06, 2010 at 11:12 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{C6O9-F5IP92EC-2356PDTE},2010-01-04 14:14:22,HXL0968,PC-0623,Connect,14,0,1,"Device activity from HXL0968 on PC-0623 at January 04, 2010 at 02:14 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{Y4L3-F8UV33PY-5267IMTU},2010-01-05 08:52:12,TSR0676,PC-9227,Disconnect,8,1,0,"Device activity from TSR0676 on PC-9227 at January 05, 2010 at 08:52 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 8.",uncertain,LOW
{M9N0-Q1QR40VU-8869NSVP},2010-01-04 14:20:13,NWT0098,PC-4667,Disconnect,14,0,0,"Device activity from NWT0098 on PC-4667 at January 04, 2010 at 02:20 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{E1Y3-O3XM57JD-6356EIDZ},2010-01-05 09:50:23,CHM0821,PC-7933,Connect,9,1,1,"Device activity from CHM0821 on PC-7933 at January 05, 2010 at 09:50 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{T7F2-H0TB13HX-2062UAIC},2010-01-04 16:02:37,HAH0760,PC-1038,Connect,16,0,1,"Device activity from HAH0760 on PC-1038 at January 04, 2010 at 04:02 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{U7Z0-I9RV81DR-1212KIFJ},2010-01-05 16:37:35,AOK0844,PC-4659,Connect,16,1,1,"Device activity from AOK0844 on PC-4659 at January 05, 2010 at 04:37 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{K6F0-T8CJ46EH-6593BPML},2010-01-06 13:26:50,MKW0441,PC-1795,Disconnect,13,2,0,"Device activity from MKW0441 on PC-1795 at January 06, 2010 at 01:26 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{U5W5-L0DF98HH-7109VPXZ},2010-01-04 09:56:27,CIM0271,PC-3291,Connect,9,0,1,"Device activity from CIM0271 on PC-3291 at January 04, 2010 at 09:56 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 9.",uncertain,MEDIUM
{L0R3-Z1KJ95KB-7966OQGQ},2010-01-05 10:04:03,LCB0664,PC-3196,Disconnect,10,1,0,"Device activity from LCB0664 on PC-3196 at January 05, 2010 at 10:04 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{D4Y1-I8GB10NA-2132MUIS},2010-01-07 13:52:18,RMW0542,PC-7543,Disconnect,13,3,0,"Device activity from RMW0542 on PC-7543 at January 07, 2010 at 01:52 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{H6B0-U4ZC04WG-8074DXNV},2010-01-06 16:31:10,HPH0075,PC-2417,Disconnect,16,2,0,"Device activity from HPH0075 on PC-2417 at January 06, 2010 at 04:31 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{W6M4-F4MO89GF-2981KUUE},2010-01-04 11:26:13,JBD0616,PC-1479,Disconnect,11,0,0,"Device activity from JBD0616 on PC-1479 at January 04, 2010 at 11:26 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 11.",uncertain,LOW
{F5J9-A3WC60DG-1480VLQE},2010-01-07 09:04:24,CTA0020,PC-3118,Connect,9,3,1,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 09:04 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{Y8E1-J5JP19VU-5534PVUX},2010-01-06 10:41:07,JDB0169,PC-7502,Connect,10,2,1,"Device activity from JDB0169 on PC-7502 at January 06, 2010 at 10:41 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{F2G5-R4UA41HA-8556ELFV},2010-01-07 15:44:59,IBB0359,PC-4195,Disconnect,15,3,0,"Device activity from IBB0359 on PC-4195 at January 07, 2010 at 03:44 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 15.",uncertain,LOW
{Z2E8-X2KY15TU-5382PSWQ},2010-01-06 12:53:57,ZKS0899,PC-8517,Connect,12,2,1,"Device activity from ZKS0899 on PC-8517 at January 06, 2010 at 12:53 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 12.",uncertain,MEDIUM
{I4V1-R4QY53VO-6266QCRG},2010-01-05 20:41:44,CGB0637,PC-8508,Connect,20,1,1,"Device activity from CGB0637 on PC-8508 at January 05, 2010 at 08:41 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 20.",uncertain,MEDIUM
{Q1S2-Q4IY34MW-6404ZARS},2010-01-07 11:51:20,CCM0136,PC-3268,Disconnect,11,3,0,"Device activity from CCM0136 on PC-3268 at January 07, 2010 at 11:51 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 11.",uncertain,LOW
{V0O1-U2CB08WT-1645NHRK},2010-01-06 12:01:46,MPT0376,PC-7408,Connect,12,2,1,"Device activity from MPT0376 on PC-7408 at January 06, 2010 at 12:01 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 12.",uncertain,MEDIUM
{O8C3-K0VG35UR-3771CJRL},2010-01-05 13:39:45,BMT0528,PC-0202,Disconnect,13,1,0,"Device activity from BMT0528 on PC-0202 at January 05, 2010 at 01:39 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 13.",uncertain,LOW
{L0R3-U6VQ49OH-3533LQFG},2010-01-06 13:43:56,DLM0051,PC-0166,Disconnect,13,2,0,"Device activity from DLM0051 on PC-0166 at January 06, 2010 at 01:43 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{X7C5-G1EP50WB-2978MOSK},2010-01-06 13:50:40,BMG0917,PC-6688,Connect,13,2,1,"Device activity from BMG0917 on PC-6688 at January 06, 2010 at 01:50 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 13.",uncertain,MEDIUM
{J2W1-P1OW43SV-8692JXIM},2010-01-06 14:35:26,DBB0384,PC-4243,Connect,14,2,1,"Device activity from DBB0384 on PC-4243 at January 06, 2010 at 02:35 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 14.",uncertain,MEDIUM
{X5I4-C9WU79PE-9728IXPT},2010-01-04 12:07:26,CLB0774,PC-7029,Connect,12,0,1,"Device activity from CLB0774 on PC-7029 at January 04, 2010 at 12:07 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{N9H3-T1XL42NM-3912NBKJ},2010-01-06 13:44:50,CTA0020,PC-3118,Disconnect,13,2,0,"Device activity from CTA0020 on PC-3118 at January 06, 2010 at 01:44 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{K1U7-D6AB19FH-1987WDKV},2010-01-07 11:48:21,JBD0616,PC-1479,Connect,11,3,1,"Device activity from JBD0616 on PC-1479 at January 07, 2010 at 11:48 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{S4V7-Z7AH63EK-5862PKJG},2010-01-05 16:57:00,HPH0075,PC-2417,Disconnect,16,1,0,"Device activity from HPH0075 on PC-2417 at January 05, 2010 at 04:57 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 16.",uncertain,LOW
{F8X1-O2JT72HJ-9078WCDZ},2010-01-07 15:13:04,JBD0616,PC-1479,Connect,15,3,1,"Device activity from JBD0616 on PC-1479 at January 07, 2010 at 03:13 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{C7T1-S6LF47IY-2497GCOX},2010-01-04 13:16:17,BJP0134,PC-0898,Connect,13,0,1,"Device activity from BJP0134 on PC-0898 at January 04, 2010 at 01:16 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{R5X2-B6VR50PQ-1806ARFR},2010-01-06 01:02:16,HDS0367,PC-6159,Disconnect,1,2,0,"Device activity from HDS0367 on PC-6159 at January 06, 2010 at 01:02 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 1.",uncertain,LOW
{A4N1-G6NS94WF-2615YBFY},2010-01-03 14:27:56,LBH0942,PC-3640,Disconnect,14,6,0,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 02:27 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 14.",uncertain,MEDIUM
{L5R6-T5DJ88BO-6601QJUC},2010-01-06 13:19:18,RSC0089,PC-9929,Disconnect,13,2,0,"Device activity from RSC0089 on PC-9929 at January 06, 2010 at 01:19 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{R5U1-Z4DG15YT-8402SAKT},2010-01-07 11:55:26,MBJ0312,PC-5250,Connect,11,3,1,"Device activity from MBJ0312 on PC-5250 at January 07, 2010 at 11:55 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{E0E7-T0NC49WT-9501DHYG},2010-01-04 11:38:29,SCP0130,PC-2057,Disconnect,11,0,0,"Device activity from SCP0130 on PC-2057 at January 04, 2010 at 11:38 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 11.",uncertain,LOW
{G9J6-G6IG80RK-7938NPGC},2010-01-05 08:13:36,CAB0614,PC-6638,Disconnect,8,1,0,"Device activity from CAB0614 on PC-6638 at January 05, 2010 at 08:13 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 8.",uncertain,LOW
{C4C8-H4DM06OC-0704DZEM},2010-01-05 15:47:41,JDF0593,PC-6301,Connect,15,1,1,"Device activity from JDF0593 on PC-6301 at January 05, 2010 at 03:47 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{Z0Q1-B2IO16ZB-9452DIGD},2010-01-05 13:35:31,HSB0196,PC-8001,Disconnect,13,1,0,"Device activity from HSB0196 on PC-8001 at January 05, 2010 at 01:35 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 13.",uncertain,LOW
{Y6D9-F2NA11PY-2797UCPC},2010-01-06 18:18:24,EIS0041,PC-6807,Connect,18,2,1,"Device activity from EIS0041 on PC-6807 at January 06, 2010 at 06:18 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 18.",uncertain,MEDIUM
{G3C8-P1PK14IR-7958OSWX},2010-01-05 16:11:41,MDH0580,PC-4579,Connect,16,1,1,"Device activity from MDH0580 on PC-4579 at January 05, 2010 at 04:11 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{M9F4-J5VE60IB-7079TWMK},2010-01-06 15:34:52,CFM0767,PC-4259,Disconnect,15,2,0,"Device activity from CFM0767 on PC-4259 at January 06, 2010 at 03:34 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{Q7B5-M7PF97UP-2614PLMS},2010-01-07 09:21:56,MPM0220,PC-2344,Connect,9,3,1,"Device activity from MPM0220 on PC-2344 at January 07, 2010 at 09:21 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{U9S0-X4WV75EN-9772ZMBY},2010-01-07 12:05:37,JBD0616,PC-1479,Connect,12,3,1,"Device activity from JBD0616 on PC-1479 at January 07, 2010 at 12:05 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{O8R8-M4BW58IS-5957XMHG},2010-01-03 13:23:28,ATE0869,PC-1313,Disconnect,13,6,0,"Device activity from ATE0869 on PC-1313 at January 03, 2010 at 01:23 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 13.",uncertain,MEDIUM
{H3D5-U3ZU65QE-7187GKAC},2010-01-07 13:57:35,RUM0880,PC-8592,Connect,13,3,1,"Device activity from RUM0880 on PC-8592 at January 07, 2010 at 01:57 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 13.",uncertain,MEDIUM
{C9J2-H1DQ91WR-1617TCFH},2010-01-05 08:33:32,RVF0201,PC-7899,Connect,8,1,1,"Device activity from RVF0201 on PC-7899 at January 05, 2010 at 08:33 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{Y5G1-O2SL30RE-2656JMUS},2010-01-04 16:28:09,LOM0086,PC-9087,Connect,16,0,1,"Device activity from LOM0086 on PC-9087 at January 04, 2010 at 04:28 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{U8K7-Z7LX12KI-9604QHGB},2010-01-04 13:06:02,PDH0716,PC-0379,Disconnect,13,0,0,"Device activity from PDH0716 on PC-0379 at January 04, 2010 at 01:06 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{Y6J9-O5RB28RK-6260ZMIG},2010-01-07 12:19:51,DBB0384,PC-4243,Connect,12,3,1,"Device activity from DBB0384 on PC-4243 at January 07, 2010 at 12:19 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{F8A3-L5XQ37IT-4324RJWX},2010-01-06 14:44:51,LBH0942,PC-3640,Disconnect,14,2,0,"Device activity from LBH0942 on PC-3640 at January 06, 2010 at 02:44 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{B5I9-Y3BI50JD-3334NFKM},2010-01-06 22:04:39,AJF0370,PC-2725,Disconnect,22,2,0,"Device activity from AJF0370 on PC-2725 at January 06, 2010 at 10:04 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 22.",uncertain,LOW
{F7K8-M4SQ14NT-5933FHIX},2010-01-07 16:18:45,BAJ0654,PC-9268,Connect,16,3,1,"Device activity from BAJ0654 on PC-9268 at January 07, 2010 at 04:18 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 16.",uncertain,MEDIUM
{P6O9-V7DA62TY-3937VTTI},2010-01-04 13:09:23,GTD0219,PC-6425,Disconnect,13,0,0,"Device activity from GTD0219 on PC-6425 at January 04, 2010 at 01:09 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{I0A8-S5DN25WD-8533NQIZ},2010-01-04 16:41:29,LOM0086,PC-9087,Disconnect,16,0,0,"Device activity from LOM0086 on PC-9087 at January 04, 2010 at 04:41 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{G5M1-D3TT85KB-3124RGUE},2010-01-02 14:10:00,BRS0734,PC-4785,Disconnect,14,5,0,"Device activity from BRS0734 on PC-4785 at January 02, 2010 at 02:10 PM. Activity: Disconnect (Binary: 0). Occurred on Fri at hour 14.",uncertain,MEDIUM
{N0C7-V6QZ29SA-9256AARB},2010-01-07 09:49:08,CTA0020,PC-3118,Disconnect,9,3,0,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 09:49 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{I3I2-U9DP99QQ-5576WFWO},2010-01-05 10:29:10,XHW0498,PC-9840,Connect,10,1,1,"Device activity from XHW0498 on PC-9840 at January 05, 2010 at 10:29 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{A4Z9-A9MX02YV-2588IMUG},2010-01-04 10:28:59,MLL0598,PC-0189,Disconnect,10,0,0,"Device activity from MLL0598 on PC-0189 at January 04, 2010 at 10:28 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 10.",uncertain,LOW
{M9B0-O2BY88XU-7521DURQ},2010-01-05 14:03:25,BSS0369,PC-3672,Disconnect,14,1,0,"Device activity from BSS0369 on PC-3672 at January 05, 2010 at 02:03 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{W6I6-L6RO03LG-3130LCLY},2010-01-02 16:02:15,NOB0181,PC-3446,Connect,16,5,1,"Device activity from NOB0181 on PC-3446 at January 02, 2010 at 04:02 PM. Activity: Connect (Binary: 1). Occurred on Fri at hour 16.",uncertain,HIGH
{L2W1-R9BM54YN-3884YNWF},2010-01-07 09:39:59,MPM0220,PC-0166,Disconnect,9,3,0,"Device activity from MPM0220 on PC-0166 at January 07, 2010 at 09:39 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{I2K5-D9FA29RU-5095GRLP},2010-01-06 13:32:42,MPT0376,PC-7408,Disconnect,13,2,0,"Device activity from MPT0376 on PC-7408 at January 06, 2010 at 01:32 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{B8U6-P8JE74VA-7415IBON},2010-01-03 09:58:43,LBH0942,PC-3640,Connect,9,6,1,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 09:58 AM. Activity: Connect (Binary: 1). Occurred on Sat at hour 9.",uncertain,HIGH
{R0Y8-W6VI74DP-4468ZNDN},2010-01-07 15:59:33,BMG0917,PC-6688,Disconnect,15,3,0,"Device activity from BMG0917 on PC-6688 at January 07, 2010 at 03:59 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 15.",uncertain,LOW
