id,date,user,pc,activity,text,predicted_label,risk_level
{G9D7-J2LV93JA-0965KWMD},1/8/2010 14:32,DTAA/MVW0630,PC-2005,Disconnect,"User DTAA/MVW0630 disconnect PC-2005 on August 01, 2010 at 02:32 PM. Session ID: {G9D7-J2LV93JA-0965KWMD}",normal,MEDIUM
{D5J2-O5HV22FA-2126QSBE},1/8/2010 14:34,DTAA/BJC0569,PC-2588,Disconnect,"User DTAA/BJC0569 disconnect PC-2588 on August 01, 2010 at 02:34 PM. Session ID: {D5J2-O5HV22FA-2126QSBE}",normal,MEDIUM
{R5U6-K9QB50CK-5449OLQL},1/8/2010 14:38,DTAA/SJA0691,PC-3231,Disconnect,"User DTAA/SJA0691 disconnect PC-3231 on August 01, 2010 at 02:38 PM. Session ID: {R5U6-K9QB50CK-5449OLQL}",normal,MEDIUM
{Z3R8-V1MV58FA-4490VXLP},1/8/2010 14:38,DTAA/HCG0731,PC-4643,Connect,"User DTAA/HCG0731 connect PC-4643 on August 01, 2010 at 02:38 PM. Session ID: {Z3R8-V1MV58FA-4490VXLP}",normal,LOW
{T4V8-S6HT29CM-1522LZTQ},1/8/2010 14:41,DTAA/LRH0747,PC-2216,Disconnect,"User DTAA/LRH0747 disconnect PC-2216 on August 01, 2010 at 02:41 PM. Session ID: {T4V8-S6HT29CM-1522LZTQ}",normal,MEDIUM
{E5F3-Z6BI80VQ-9104MWAE},1/8/2010 14:41,DTAA/PXB0069,PC-1972,Disconnect,"User DTAA/PXB0069 disconnect PC-1972 on August 01, 2010 at 02:41 PM. Session ID: {E5F3-Z6BI80VQ-9104MWAE}",normal,MEDIUM
{O8U2-Q6UU41TR-0433NKFB},1/8/2010 14:44,DTAA/AZC0030,PC-4724,Connect,"User DTAA/AZC0030 connect PC-4724 on August 01, 2010 at 02:44 PM. Session ID: {O8U2-Q6UU41TR-0433NKFB}",normal,LOW
{P6J2-T2TK01RE-2692ZXGE},1/8/2010 14:45,DTAA/JHM0408,PC-2344,Connect,"User DTAA/JHM0408 connect PC-2344 on August 01, 2010 at 02:45 PM. Session ID: {P6J2-T2TK01RE-2692ZXGE}",normal,LOW
{U5W1-B7PN85SA-7020MRBH},1/8/2010 14:47,DTAA/CPP0761,PC-2665,Connect,"User DTAA/CPP0761 connect PC-2665 on August 01, 2010 at 02:47 PM. Session ID: {U5W1-B7PN85SA-7020MRBH}",normal,LOW
{V1C2-T0HX15DD-6734AETK},1/8/2010 14:48,DTAA/HNF0812,PC-4760,Connect,"User DTAA/HNF0812 connect PC-4760 on August 01, 2010 at 02:48 PM. Session ID: {V1C2-T0HX15DD-6734AETK}",normal,LOW
{V3H8-S1EQ72JU-3263PQCJ},1/8/2010 14:49,DTAA/RES0962,PC-3736,Disconnect,"User DTAA/RES0962 disconnect PC-3736 on August 01, 2010 at 02:49 PM. Session ID: {V3H8-S1EQ72JU-3263PQCJ}",normal,MEDIUM
{Z9L8-W7VJ25ZX-2245EXXQ},1/8/2010 14:51,DTAA/AFN0918,PC-3425,Disconnect,"User DTAA/AFN0918 disconnect PC-3425 on August 01, 2010 at 02:51 PM. Session ID: {Z9L8-W7VJ25ZX-2245EXXQ}",normal,MEDIUM
{D4J8-M1SD50GE-6625GTAM},1/8/2010 14:54,DTAA/KSB0673,PC-0847,Disconnect,"User DTAA/KSB0673 disconnect PC-0847 on August 01, 2010 at 02:54 PM. Session ID: {D4J8-M1SD50GE-6625GTAM}",normal,MEDIUM
{S9A6-C9MV18CA-7182YGSK},1/8/2010 14:55,DTAA/WJG0153,PC-3249,Disconnect,"User DTAA/WJG0153 disconnect PC-3249 on August 01, 2010 at 02:55 PM. Session ID: {S9A6-C9MV18CA-7182YGSK}",normal,MEDIUM
{H0U2-D4OE16OD-6924ZUGM},1/8/2010 14:55,DTAA/ACH0803,PC-4334,Disconnect,"User DTAA/ACH0803 disconnect PC-4334 on August 01, 2010 at 02:55 PM. Session ID: {H0U2-D4OE16OD-6924ZUGM}",normal,MEDIUM
{D2G3-N7TT90NW-5918GUAS},1/8/2010 14:56,DTAA/HNF0812,PC-4760,Disconnect,"User DTAA/HNF0812 disconnect PC-4760 on August 01, 2010 at 02:56 PM. Session ID: {D2G3-N7TT90NW-5918GUAS}",normal,MEDIUM
{P6R1-N9RW90BC-6284IMNE},1/8/2010 14:57,DTAA/JNF0543,PC-1389,Disconnect,"User DTAA/JNF0543 disconnect PC-1389 on August 01, 2010 at 02:57 PM. Session ID: {P6R1-N9RW90BC-6284IMNE}",normal,MEDIUM
{P4O5-A0TZ68RE-0848GRWV},1/8/2010 14:59,DTAA/CHM0645,PC-1775,Connect,"User DTAA/CHM0645 connect PC-1775 on August 01, 2010 at 02:59 PM. Session ID: {P4O5-A0TZ68RE-0848GRWV}",normal,LOW
{L4D3-B7XU03IE-1651KESI},1/8/2010 15:06,DTAA/ARM0416,PC-1249,Connect,"User DTAA/ARM0416 connect PC-1249 on August 01, 2010 at 03:06 PM. Session ID: {L4D3-B7XU03IE-1651KESI}",normal,LOW
{U8A2-F7ZU70BH-0982EBII},1/8/2010 15:09,DTAA/GSL0697,PC-3442,Disconnect,"User DTAA/GSL0697 disconnect PC-3442 on August 01, 2010 at 03:09 PM. Session ID: {U8A2-F7ZU70BH-0982EBII}",normal,MEDIUM
{S9X9-P4VX46JN-1329AOES},1/8/2010 15:12,DTAA/GNH0394,PC-2161,Connect,"User DTAA/GNH0394 connect PC-2161 on August 01, 2010 at 03:12 PM. Session ID: {S9X9-P4VX46JN-1329AOES}",normal,LOW
{I7K9-C1MY86EZ-8879GDSZ},1/8/2010 15:17,DTAA/ARM0416,PC-1249,Disconnect,"User DTAA/ARM0416 disconnect PC-1249 on August 01, 2010 at 03:17 PM. Session ID: {I7K9-C1MY86EZ-8879GDSZ}",normal,MEDIUM
{B1G8-P9TR39JM-4538KELH},1/8/2010 15:19,DTAA/ABB0272,PC-0726,Connect,"User DTAA/ABB0272 connect PC-0726 on August 01, 2010 at 03:19 PM. Session ID: {B1G8-P9TR39JM-4538KELH}",normal,LOW
{C2T8-L4UX54KZ-3542ARIT},1/8/2010 15:22,DTAA/CPP0761,PC-2665,Disconnect,"User DTAA/CPP0761 disconnect PC-2665 on August 01, 2010 at 03:22 PM. Session ID: {C2T8-L4UX54KZ-3542ARIT}",normal,MEDIUM
{T6C1-U2JA63TF-3899EWEE},1/8/2010 15:24,DTAA/WDW0485,PC-3096,Disconnect,"User DTAA/WDW0485 disconnect PC-3096 on August 01, 2010 at 03:24 PM. Session ID: {T6C1-U2JA63TF-3899EWEE}",normal,MEDIUM
{Y3Y9-U5XI10QS-9465XPJW},1/8/2010 15:30,DTAA/CCG0876,PC-3910,Disconnect,"User DTAA/CCG0876 disconnect PC-3910 on August 01, 2010 at 03:30 PM. Session ID: {Y3Y9-U5XI10QS-9465XPJW}",normal,MEDIUM
{T5E1-X7NY71RV-6352KSCU},1/8/2010 15:40,DTAA/CSC0297,PC-2848,Connect,"User DTAA/CSC0297 connect PC-2848 on August 01, 2010 at 03:40 PM. Session ID: {T5E1-X7NY71RV-6352KSCU}",normal,LOW
{Y7J4-F1RL24XW-9423JJQS},1/8/2010 15:42,DTAA/CSC0297,PC-2848,Disconnect,"User DTAA/CSC0297 disconnect PC-2848 on August 01, 2010 at 03:42 PM. Session ID: {Y7J4-F1RL24XW-9423JJQS}",normal,MEDIUM
{F0L1-M1RE66BP-3937STIZ},1/8/2010 15:48,DTAA/AJA0220,PC-3872,Disconnect,"User DTAA/AJA0220 disconnect PC-3872 on August 01, 2010 at 03:48 PM. Session ID: {F0L1-M1RE66BP-3937STIZ}",normal,MEDIUM
{R0D1-U5UT14YZ-0715YSHK},1/8/2010 15:48,DTAA/SAH0192,PC-4079,Connect,"User DTAA/SAH0192 connect PC-4079 on August 01, 2010 at 03:48 PM. Session ID: {R0D1-U5UT14YZ-0715YSHK}",normal,LOW
{H8I8-N1IJ73ZI-7019SJSO},1/8/2010 15:52,DTAA/MCM0346,PC-2974,Connect,"User DTAA/MCM0346 connect PC-2974 on August 01, 2010 at 03:52 PM. Session ID: {H8I8-N1IJ73ZI-7019SJSO}",normal,LOW
{H2K6-F6HG47EX-5475ZYEJ},1/8/2010 15:53,DTAA/KKW0676,PC-4445,Connect,"User DTAA/KKW0676 connect PC-4445 on August 01, 2010 at 03:53 PM. Session ID: {H2K6-F6HG47EX-5475ZYEJ}",normal,LOW
{O0X9-G9FV50YM-1030HZJC},1/8/2010 15:58,DTAA/VFP0669,PC-1717,Connect,"User DTAA/VFP0669 connect PC-1717 on August 01, 2010 at 03:58 PM. Session ID: {O0X9-G9FV50YM-1030HZJC}",normal,LOW
{N2X1-F0CX68SJ-5209HBHJ},1/8/2010 15:59,DTAA/SJH0588,PC-2512,Connect,"User DTAA/SJH0588 connect PC-2512 on August 01, 2010 at 03:59 PM. Session ID: {N2X1-F0CX68SJ-5209HBHJ}",normal,LOW
{M8W9-F3RW04KJ-9712SIYQ},1/8/2010 16:03,DTAA/GNH0394,PC-2161,Disconnect,"User DTAA/GNH0394 disconnect PC-2161 on August 01, 2010 at 04:03 PM. Session ID: {M8W9-F3RW04KJ-9712SIYQ}",normal,MEDIUM
{B5K5-G6PO65SD-2003ABDD},1/8/2010 16:06,DTAA/JHM0408,PC-2344,Disconnect,"User DTAA/JHM0408 disconnect PC-2344 on August 01, 2010 at 04:06 PM. Session ID: {B5K5-G6PO65SD-2003ABDD}",normal,MEDIUM
{Y7Q4-E7KI94TQ-4934BUSR},1/8/2010 16:07,DTAA/CCB0496,PC-0214,Connect,"User DTAA/CCB0496 connect PC-0214 on August 01, 2010 at 04:07 PM. Session ID: {Y7Q4-E7KI94TQ-4934BUSR}",normal,LOW
{K4Z0-H9GE68PU-4009TNKX},1/8/2010 16:14,DTAA/CCB0496,PC-0214,Disconnect,"User DTAA/CCB0496 disconnect PC-0214 on August 01, 2010 at 04:14 PM. Session ID: {K4Z0-H9GE68PU-4009TNKX}",normal,MEDIUM
{R5O8-U0ZI57CW-7728SYYA},1/8/2010 16:17,DTAA/AFH0331,PC-0850,Disconnect,"User DTAA/AFH0331 disconnect PC-0850 on August 01, 2010 at 04:17 PM. Session ID: {R5O8-U0ZI57CW-7728SYYA}",normal,MEDIUM
{J4M8-V7XW19ZQ-8514WNXK},1/8/2010 16:17,DTAA/BGF0236,PC-1848,Connect,"User DTAA/BGF0236 connect PC-1848 on August 01, 2010 at 04:17 PM. Session ID: {J4M8-V7XW19ZQ-8514WNXK}",normal,LOW
{S0J1-G0GR19FP-1396OEFB},1/8/2010 16:18,DTAA/AJB0370,PC-0054,Disconnect,"User DTAA/AJB0370 disconnect PC-0054 on August 01, 2010 at 04:18 PM. Session ID: {S0J1-G0GR19FP-1396OEFB}",normal,MEDIUM
{H7D4-D7ZE50GV-5414KKNQ},1/8/2010 16:23,DTAA/SAH0192,PC-4079,Disconnect,"User DTAA/SAH0192 disconnect PC-4079 on August 01, 2010 at 04:23 PM. Session ID: {H7D4-D7ZE50GV-5414KKNQ}",normal,MEDIUM
{B5I2-B9AC69YI-3567SRRP},1/8/2010 16:26,DTAA/CHM0645,PC-1775,Disconnect,"User DTAA/CHM0645 disconnect PC-1775 on August 01, 2010 at 04:26 PM. Session ID: {B5I2-B9AC69YI-3567SRRP}",normal,MEDIUM
{Y8Z1-B0CP21GH-4079RQNF},1/8/2010 16:28,DTAA/MJM0469,PC-1592,Connect,"User DTAA/MJM0469 connect PC-1592 on August 01, 2010 at 04:28 PM. Session ID: {Y8Z1-B0CP21GH-4079RQNF}",normal,LOW
{P4Y6-T4HP95QG-7691UAVA},1/8/2010 16:30,DTAA/VFP0669,PC-1717,Disconnect,"User DTAA/VFP0669 disconnect PC-1717 on August 01, 2010 at 04:30 PM. Session ID: {P4Y6-T4HP95QG-7691UAVA}",normal,MEDIUM
{I3O1-A4XD24HD-4767UNFO},1/8/2010 16:30,DTAA/YQW0689,PC-1761,Connect,"User DTAA/YQW0689 connect PC-1761 on August 01, 2010 at 04:30 PM. Session ID: {I3O1-A4XD24HD-4767UNFO}",normal,LOW
{N3U9-Q0DM02OJ-3504RJLL},1/8/2010 16:34,DTAA/STF0145,PC-0191,Disconnect,"User DTAA/STF0145 disconnect PC-0191 on August 01, 2010 at 04:34 PM. Session ID: {N3U9-Q0DM02OJ-3504RJLL}",normal,MEDIUM
{X9O2-N6ZF11KJ-4133ELGD},1/8/2010 16:36,DTAA/RME0699,PC-2049,Connect,"User DTAA/RME0699 connect PC-2049 on August 01, 2010 at 04:36 PM. Session ID: {X9O2-N6ZF11KJ-4133ELGD}",normal,LOW
{R5K6-B8PY66PO-4205JJLM},1/8/2010 16:49,DTAA/LTM0418,PC-4820,Disconnect,"User DTAA/LTM0418 disconnect PC-4820 on August 01, 2010 at 04:49 PM. Session ID: {R5K6-B8PY66PO-4205JJLM}",normal,MEDIUM
{T7I1-U7IS68CP-5415LDUA},1/8/2010 16:50,DTAA/GKJ0573,PC-3174,Disconnect,"User DTAA/GKJ0573 disconnect PC-3174 on August 01, 2010 at 04:50 PM. Session ID: {T7I1-U7IS68CP-5415LDUA}",normal,MEDIUM
{L3P6-J2XO51JO-3588PLTI},1/8/2010 16:50,DTAA/AZC0030,PC-4724,Disconnect,"User DTAA/AZC0030 disconnect PC-4724 on August 01, 2010 at 04:50 PM. Session ID: {L3P6-J2XO51JO-3588PLTI}",normal,MEDIUM
{G1A8-E3OI56RJ-9760NBKY},1/8/2010 16:53,DTAA/MCM0346,PC-2974,Disconnect,"User DTAA/MCM0346 disconnect PC-2974 on August 01, 2010 at 04:53 PM. Session ID: {G1A8-E3OI56RJ-9760NBKY}",normal,MEDIUM
{S2C4-N1KW24ID-1152WWXP},1/8/2010 16:53,DTAA/YQW0689,PC-1761,Disconnect,"User DTAA/YQW0689 disconnect PC-1761 on August 01, 2010 at 04:53 PM. Session ID: {S2C4-N1KW24ID-1152WWXP}",normal,MEDIUM
{U5Z0-B9YB09JG-8617JQPN},1/8/2010 17:08,DTAA/MJM0469,PC-1592,Disconnect,"User DTAA/MJM0469 disconnect PC-1592 on August 01, 2010 at 05:08 PM. Session ID: {U5Z0-B9YB09JG-8617JQPN}",normal,MEDIUM
{M3Q5-L0QV44QT-5759SLVV},1/8/2010 17:09,DTAA/RME0699,PC-2049,Disconnect,"User DTAA/RME0699 disconnect PC-2049 on August 01, 2010 at 05:09 PM. Session ID: {M3Q5-L0QV44QT-5759SLVV}",normal,MEDIUM
{H1U7-X5JB96BW-2355CDFC},1/8/2010 17:10,DTAA/BAF0379,PC-3645,Disconnect,"User DTAA/BAF0379 disconnect PC-3645 on August 01, 2010 at 05:10 PM. Session ID: {H1U7-X5JB96BW-2355CDFC}",normal,MEDIUM
{V8U5-X2VA41JN-7131PPJJ},1/8/2010 17:12,DTAA/FDP0500,PC-4873,Connect,"User DTAA/FDP0500 connect PC-4873 on August 01, 2010 at 05:12 PM. Session ID: {V8U5-X2VA41JN-7131PPJJ}",normal,LOW
{E6X5-S6BL90FN-8450EUZU},1/8/2010 17:13,DTAA/MMF0289,PC-1734,Disconnect,"User DTAA/MMF0289 disconnect PC-1734 on August 01, 2010 at 05:13 PM. Session ID: {E6X5-S6BL90FN-8450EUZU}",normal,MEDIUM
{N1X0-O8XO83PP-2297BQGM},1/8/2010 17:18,DTAA/HBL0517,PC-1343,Connect,"User DTAA/HBL0517 connect PC-1343 on August 01, 2010 at 05:18 PM. Session ID: {N1X0-O8XO83PP-2297BQGM}",normal,LOW
{Z7T1-J0UK38ME-2159ELMF},1/8/2010 17:26,DTAA/RVS0852,PC-2420,Disconnect,"User DTAA/RVS0852 disconnect PC-2420 on August 01, 2010 at 05:26 PM. Session ID: {Z7T1-J0UK38ME-2159ELMF}",normal,MEDIUM
{U3W6-L6OZ29VR-4540BYCP},1/8/2010 17:29,DTAA/JGC0775,PC-2680,Connect,"User DTAA/JGC0775 connect PC-2680 on August 01, 2010 at 05:29 PM. Session ID: {U3W6-L6OZ29VR-4540BYCP}",normal,LOW
{V0D5-Z3KO26EX-5146DRRO},1/8/2010 17:34,DTAA/LCK0666,PC-3245,Connect,"User DTAA/LCK0666 connect PC-3245 on August 01, 2010 at 05:34 PM. Session ID: {V0D5-Z3KO26EX-5146DRRO}",normal,LOW
{K9L0-X3GI53QP-2359IBRQ},1/8/2010 17:34,DTAA/ABB0272,PC-0726,Disconnect,"User DTAA/ABB0272 disconnect PC-0726 on August 01, 2010 at 05:34 PM. Session ID: {K9L0-X3GI53QP-2359IBRQ}",normal,MEDIUM
{A6C1-U7OU19ZX-6991KKCL},1/8/2010 17:35,DTAA/OYR0801,PC-0088,Disconnect,"User DTAA/OYR0801 disconnect PC-0088 on August 01, 2010 at 05:35 PM. Session ID: {A6C1-U7OU19ZX-6991KKCL}",normal,MEDIUM
{D6L1-S4YR25NU-1192BLWV},1/8/2010 17:35,DTAA/RBC0879,PC-1261,Disconnect,"User DTAA/RBC0879 disconnect PC-1261 on August 01, 2010 at 05:35 PM. Session ID: {D6L1-S4YR25NU-1192BLWV}",normal,MEDIUM
{M0D1-K3PA87GZ-6617BIWP},1/8/2010 17:38,DTAA/JLL0301,PC-0807,Connect,"User DTAA/JLL0301 connect PC-0807 on August 01, 2010 at 05:38 PM. Session ID: {M0D1-K3PA87GZ-6617BIWP}",normal,LOW
{U8C0-M1LJ95RS-2751NMDW},1/8/2010 17:39,DTAA/JGC0775,PC-2680,Disconnect,"User DTAA/JGC0775 disconnect PC-2680 on August 01, 2010 at 05:39 PM. Session ID: {U8C0-M1LJ95RS-2751NMDW}",normal,MEDIUM
{F4D2-T2IZ28DA-1606PAJE},1/8/2010 17:42,DTAA/SJH0588,PC-2512,Disconnect,"User DTAA/SJH0588 disconnect PC-2512 on August 01, 2010 at 05:42 PM. Session ID: {F4D2-T2IZ28DA-1606PAJE}",normal,MEDIUM
{I2J8-W5JT14SV-0824PFDD},1/8/2010 17:44,DTAA/KKW0676,PC-4445,Disconnect,"User DTAA/KKW0676 disconnect PC-4445 on August 01, 2010 at 05:44 PM. Session ID: {I2J8-W5JT14SV-0824PFDD}",normal,MEDIUM
{N1I5-V5NF50QR-2244AUEV},1/8/2010 17:49,DTAA/PIP0746,PC-0416,Disconnect,"User DTAA/PIP0746 disconnect PC-0416 on August 01, 2010 at 05:49 PM. Session ID: {N1I5-V5NF50QR-2244AUEV}",normal,MEDIUM
{M0M7-X0VT96ED-3449DAUJ},1/8/2010 17:52,DTAA/AIB0797,PC-4147,Disconnect,"User DTAA/AIB0797 disconnect PC-4147 on August 01, 2010 at 05:52 PM. Session ID: {M0M7-X0VT96ED-3449DAUJ}",normal,MEDIUM
{M3K1-J2CO77EG-8502BJSB},1/8/2010 17:59,DTAA/JLL0301,PC-0807,Disconnect,"User DTAA/JLL0301 disconnect PC-0807 on August 01, 2010 at 05:59 PM. Session ID: {M3K1-J2CO77EG-8502BJSB}",normal,MEDIUM
{V1A9-Q9YX15AY-5358HWWH},1/8/2010 18:08,DTAA/HCG0731,PC-4643,Disconnect,"User DTAA/HCG0731 disconnect PC-4643 on August 01, 2010 at 06:08 PM. Session ID: {V1A9-Q9YX15AY-5358HWWH}",normal,MEDIUM
{G3P5-P6VG84JY-7120XQUO},1/8/2010 18:18,DTAA/BNW0850,PC-2260,Connect,"User DTAA/BNW0850 connect PC-2260 on August 01, 2010 at 06:18 PM. Session ID: {G3P5-P6VG84JY-7120XQUO}",normal,LOW
{I4E5-S5WP59IQ-0858ACYK},1/8/2010 18:21,DTAA/LCK0666,PC-3245,Disconnect,"User DTAA/LCK0666 disconnect PC-3245 on August 01, 2010 at 06:21 PM. Session ID: {I4E5-S5WP59IQ-0858ACYK}",normal,MEDIUM
{Q5Z4-U6VM25MH-5612YHLL},1/8/2010 18:26,DTAA/DBB0235,PC-0309,Connect,"User DTAA/DBB0235 connect PC-0309 on August 01, 2010 at 06:26 PM. Session ID: {Q5Z4-U6VM25MH-5612YHLL}",normal,LOW
{V9A5-I9WU91DP-4367QSDH},1/8/2010 18:30,DTAA/HIB0604,PC-4209,Connect,"User DTAA/HIB0604 connect PC-4209 on August 01, 2010 at 06:30 PM. Session ID: {V9A5-I9WU91DP-4367QSDH}",uncertain,HIGH
{S7C9-Y2HR48SM-0231JDBA},1/8/2010 18:32,DTAA/BNW0850,PC-2260,Disconnect,"User DTAA/BNW0850 disconnect PC-2260 on August 01, 2010 at 06:32 PM. Session ID: {S7C9-Y2HR48SM-0231JDBA}",normal,MEDIUM
{R1U8-X1KC43ZW-5625TPOM},1/8/2010 18:34,DTAA/HIB0604,PC-4209,Disconnect,"User DTAA/HIB0604 disconnect PC-4209 on August 01, 2010 at 06:34 PM. Session ID: {R1U8-X1KC43ZW-5625TPOM}",normal,MEDIUM
{R5N4-S7JE98CD-4683EXIU},1/8/2010 18:39,DTAA/DBB0235,PC-0309,Disconnect,"User DTAA/DBB0235 disconnect PC-0309 on August 01, 2010 at 06:39 PM. Session ID: {R5N4-S7JE98CD-4683EXIU}",normal,MEDIUM
{U6Q3-N4VT82VI-2983ORBP},1/8/2010 19:08,DTAA/AMA0191,PC-4736,Connect,"User DTAA/AMA0191 connect PC-4736 on August 01, 2010 at 07:08 PM. Session ID: {U6Q3-N4VT82VI-2983ORBP}",normal,LOW
{R4H5-V7GA47AD-1247IAIG},1/8/2010 19:10,DTAA/AMA0191,PC-4736,Disconnect,"User DTAA/AMA0191 disconnect PC-4736 on August 01, 2010 at 07:10 PM. Session ID: {R4H5-V7GA47AD-1247IAIG}",normal,MEDIUM
{L6Y1-E0KI22SZ-0490SYZE},1/8/2010 20:48,DTAA/ODW0839,PC-1940,Connect,"User DTAA/ODW0839 connect PC-1940 on August 01, 2010 at 08:48 PM. Session ID: {L6Y1-E0KI22SZ-0490SYZE}",normal,LOW
{Q7W3-Y8TT99TN-8421PEZC},1/8/2010 20:56,DTAA/ODW0839,PC-1940,Disconnect,"User DTAA/ODW0839 disconnect PC-1940 on August 01, 2010 at 08:56 PM. Session ID: {Q7W3-Y8TT99TN-8421PEZC}",normal,MEDIUM
{M5R4-E1OZ20ZR-7661PBHO},1/8/2010 22:50,DTAA/JCS0873,PC-1560,Connect,"User DTAA/JCS0873 connect PC-1560 on August 01, 2010 at 10:50 PM. Session ID: {M5R4-E1OZ20ZR-7661PBHO}",normal,LOW
{H5L1-N6OB18QO-2687TMXW},1/8/2010 23:47,DTAA/JCS0873,PC-1560,Disconnect,"User DTAA/JCS0873 disconnect PC-1560 on August 01, 2010 at 11:47 PM. Session ID: {H5L1-N6OB18QO-2687TMXW}",normal,MEDIUM
{E4U6-U3GL16BE-1466PUTS},1/9/2010 2:37,DTAA/AJC0399,PC-1746,Connect,"User DTAA/AJC0399 connect PC-1746 on September 01, 2010 at 02:37 AM. Session ID: {E4U6-U3GL16BE-1466PUTS}",normal,LOW
{U6Z9-R1EE28YP-2478UHZX},1/9/2010 2:39,DTAA/AJC0399,PC-1746,Disconnect,"User DTAA/AJC0399 disconnect PC-1746 on September 01, 2010 at 02:39 AM. Session ID: {U6Z9-R1EE28YP-2478UHZX}",normal,MEDIUM
{J0M9-B0VB87LL-5473CPIK},1/9/2010 5:05,DTAA/TKH0211,PC-0719,Connect,"User DTAA/TKH0211 connect PC-0719 on September 01, 2010 at 05:05 AM. Session ID: {J0M9-B0VB87LL-5473CPIK}",normal,LOW
{D8D5-U3AQ79NW-9974KNCC},1/9/2010 5:32,DTAA/TKH0211,PC-0719,Disconnect,"User DTAA/TKH0211 disconnect PC-0719 on September 01, 2010 at 05:32 AM. Session ID: {D8D5-U3AQ79NW-9974KNCC}",normal,MEDIUM
{C0C5-E4MN43XJ-5306GZPZ},1/11/2010 7:47,DTAA/NNB0443,PC-4625,Connect,"User DTAA/NNB0443 connect PC-4625 on November 01, 2010 at 07:47 AM. Session ID: {C0C5-E4MN43XJ-5306GZPZ}",normal,LOW
{K0K3-K6VL23FC-2157EEBL},1/11/2010 7:53,DTAA/PSP0555,PC-0017,Connect,"User DTAA/PSP0555 connect PC-0017 on November 01, 2010 at 07:53 AM. Session ID: {K0K3-K6VL23FC-2157EEBL}",normal,LOW
{R5B2-V6CL01DW-7124AJMP},1/11/2010 8:07,DTAA/MQL0135,PC-4656,Connect,"User DTAA/MQL0135 connect PC-4656 on November 01, 2010 at 08:07 AM. Session ID: {R5B2-V6CL01DW-7124AJMP}",normal,LOW
{L2T5-L4MV40UX-3603XRHF},1/11/2010 8:10,DTAA/DBF0903,PC-2783,Connect,"User DTAA/DBF0903 connect PC-2783 on November 01, 2010 at 08:10 AM. Session ID: {L2T5-L4MV40UX-3603XRHF}",normal,LOW
{M4W1-O2EN39JH-2767CRWV},1/11/2010 8:30,DTAA/DAV0579,PC-1701,Connect,"User DTAA/DAV0579 connect PC-1701 on November 01, 2010 at 08:30 AM. Session ID: {M4W1-O2EN39JH-2767CRWV}",normal,LOW
{F2Y7-R8CA60DA-3598ISXY},1/11/2010 8:35,DTAA/RCW0436,PC-3171,Connect,"User DTAA/RCW0436 connect PC-3171 on November 01, 2010 at 08:35 AM. Session ID: {F2Y7-R8CA60DA-3598ISXY}",normal,LOW
{W3Y0-O4QZ51NJ-5079IOJK},1/11/2010 8:38,DTAA/NNB0443,PC-4625,Disconnect,"User DTAA/NNB0443 disconnect PC-4625 on November 01, 2010 at 08:38 AM. Session ID: {W3Y0-O4QZ51NJ-5079IOJK}",normal,MEDIUM
{Q3R8-L9SS39JL-3525MBFC},1/11/2010 8:39,DTAA/CHM0645,PC-1775,Connect,"User DTAA/CHM0645 connect PC-1775 on November 01, 2010 at 08:39 AM. Session ID: {Q3R8-L9SS39JL-3525MBFC}",normal,LOW
{X8B5-D0RH08LL-0146TFGC},1/11/2010 8:56,DTAA/EBP0037,PC-2088,Connect,"User DTAA/EBP0037 connect PC-2088 on November 01, 2010 at 08:56 AM. Session ID: {X8B5-D0RH08LL-0146TFGC}",normal,LOW
{S8M3-X1VK77HY-9927FQOB},1/11/2010 9:05,DTAA/FKR0550,PC-2469,Connect,"User DTAA/FKR0550 connect PC-2469 on November 01, 2010 at 09:05 AM. Session ID: {S8M3-X1VK77HY-9927FQOB}",normal,LOW
{X5Z7-V0GH75NS-2569INJN},1/11/2010 9:05,DTAA/VKB0605,PC-2644,Connect,"User DTAA/VKB0605 connect PC-2644 on November 01, 2010 at 09:05 AM. Session ID: {X5Z7-V0GH75NS-2569INJN}",normal,LOW
{H3M1-D1HJ73OA-6343BWON},1/11/2010 9:06,DTAA/VFP0669,PC-1717,Connect,"User DTAA/VFP0669 connect PC-1717 on November 01, 2010 at 09:06 AM. Session ID: {H3M1-D1HJ73OA-6343BWON}",normal,LOW
{L1I8-M1SE54XU-0814RXHM},1/11/2010 9:08,DTAA/SKW0871,PC-1529,Connect,"User DTAA/SKW0871 connect PC-1529 on November 01, 2010 at 09:08 AM. Session ID: {L1I8-M1SE54XU-0814RXHM}",normal,LOW
{Q3S7-K1MF39PE-7789VKBP},1/11/2010 9:11,DTAA/ABB0272,PC-0726,Connect,"User DTAA/ABB0272 connect PC-0726 on November 01, 2010 at 09:11 AM. Session ID: {Q3S7-K1MF39PE-7789VKBP}",normal,LOW
{U6Q4-R8YC56RG-5145FEQH},1/11/2010 9:21,DTAA/JMS0793,PC-3179,Connect,"User DTAA/JMS0793 connect PC-3179 on November 01, 2010 at 09:21 AM. Session ID: {U6Q4-R8YC56RG-5145FEQH}",normal,LOW
{S3I9-L7ED06BY-9460RMVK},1/11/2010 9:21,DTAA/JAM0392,PC-0209,Connect,"User DTAA/JAM0392 connect PC-0209 on November 01, 2010 at 09:21 AM. Session ID: {S3I9-L7ED06BY-9460RMVK}",normal,LOW
